loan_id,customer_id,branch_id,product,origination_date,term_months,exposure_gbp,interest_rate_pct,credit_score,credit_score_band,debt_to_income_ratio,loan_to_value_pct,sector,region,days_past_due,ifrs9_stage,default_flag,probability_of_default,loss_given_default,expected_credit_loss_gbp,collateral_type
L00462,C02880,BR01,Commercial Mortgage,2026-07-02,300,217700,8.03,373,Poor (300-579),0.59,64.0,Import/Export,London,45,Stage 2 (Significant increase in risk),N,0.6395,0.18,87708,Property
L00463,C02681,BR08,Overdraft,2025-01-06,60,3400,9.23,654,Fair (580-669),0.05,,Director,South West,0,Stage 1 (Performing),N,0.0086,0.78,23,Unsecured
L00464,C02752,BR04,Mortgage,2026-06-25,300,131800,5.29,687,Good (670-739),3.63,48.9,Employee,Midlands,0,Stage 1 (Performing),N,0.0172,0.18,408,Property
L00465,C02434,BR01,Mortgage,2024-10-12,300,99600,5.4,662,Fair (580-669),1.15,75.6,Director,London,0,Stage 1 (Performing),N,0.011,0.18,197,Property
L00466,C01200,BR08,Mortgage,2025-06-05,300,321500,6.52,573,Poor (300-579),9.0,53.6,Self-employed,South West,0,Stage 1 (Performing),N,0.2114,0.18,12234,Property
L00467,C02585,BR04,Mortgage,2025-03-30,300,265600,5.41,656,Fair (580-669),9.0,61.9,Student,Midlands,0,Stage 1 (Performing),N,0.063,0.18,3012,Property
L00468,C00552,BR01,SME Term Loan,2024-06-11,24,91600,8.47,744,Excellent (740+),0.44,,Construction,London,15,Stage 1 (Performing),N,0.0022,0.45,91,Unsecured
L00469,C00980,BR08,Mortgage,2024-04-20,300,239700,4.77,745,Excellent (740+),0.94,49.3,Employee,South West,0,Stage 1 (Performing),N,0.0026,0.18,112,Property
L00470,C00670,BR01,Mortgage,2025-05-30,300,210300,4.68,758,Excellent (740+),5.74,100.4,Student,London,0,Stage 1 (Performing),N,0.0111,0.18,420,Property
L00471,C00978,BR08,Overdraft,2026-02-24,24,2200,8.76,711,Good (670-739),0.05,,Employee,South West,0,Stage 1 (Performing),N,0.0033,0.78,6,Unsecured
L00472,C00184,BR08,Mortgage,2026-07-14,300,136700,4.69,750,Excellent (740+),3.85,61.5,Self-employed,South West,0,Stage 1 (Performing),N,0.0066,0.18,162,Property
L00473,C02704,BR07,Personal Loan,2026-07-20,36,15600,10.55,500,Poor (300-579),0.23,,Employee,Scotland,0,Stage 1 (Performing),N,0.1395,0.45,979,Unsecured
L00474,C00294,BR04,Personal Loan,2024-11-15,12,12100,9.39,613,Fair (580-669),0.27,,Employee,Midlands,0,Stage 1 (Performing),N,0.0244,0.45,133,Unsecured
L00475,C01962,BR01,Credit Card,2025-09-12,60,3600,18.39,832,Excellent (740+),0.06,,Property Investor,London,0,Stage 1 (Performing),N,0.0006,0.78,2,Unsecured
L00476,C00537,BR01,Credit Card,2026-08-15,24,3100,18.67,771,Excellent (740+),0.13,,Employee,London,0,Stage 1 (Performing),N,0.0017,0.78,4,Unsecured
L00477,C01661,BR04,Mortgage,2025-08-06,300,194200,5.02,714,Good (670-739),9.0,83.0,Employee,Midlands,0,Stage 1 (Performing),N,0.0249,0.18,870,Property
L00478,C02507,BR01,Personal Loan,2025-01-06,24,6100,8.91,673,Good (670-739),0.13,,Student,London,0,Stage 1 (Performing),N,0.0087,0.45,24,Unsecured
L00479,C01361,BR04,SME Term Loan,2026-03-17,60,82800,11.64,430,Poor (300-579),0.14,,Charity,Midlands,100,Stage 3 (Credit-impaired),Y,0.3695,0.45,123908,Unsecured
L00480,C02892,BR10,Commercial Mortgage,2025-04-06,300,270800,6.25,607,Fair (580-669),1.23,58.2,Precious Metals,Northern Ireland,0,Stage 1 (Performing),N,0.0278,0.18,1355,Property
L00481,C02476,BR02,Mortgage,2024-11-21,300,390400,5.42,687,Good (670-739),3.18,58.1,Employee,London,0,Stage 1 (Performing),N,0.0147,0.18,1033,Property
L00482,C02689,BR04,Commercial Mortgage,2024-10-23,300,274800,6.68,572,Poor (300-579),0.24,92.1,Technology,Midlands,0,Stage 1 (Performing),N,0.035,0.18,1731,Property
L00483,C02662,BR02,SME Term Loan,2025-04-28,24,77700,9.03,654,Fair (580-669),0.09,,Hospitality,London,0,Stage 1 (Performing),N,0.0136,0.45,476,Unsecured
L00484,C01060,BR07,SME Term Loan,2025-05-21,60,95700,8.8,710,Good (670-739),0.06,,Real Estate,Scotland,0,Stage 1 (Performing),N,0.0034,0.45,146,Unsecured
L00485,C01417,BR08,Mortgage,2024-03-20,300,313900,6.71,538,Poor (300-579),9.0,51.6,Senior Public Official,South West,45,Stage 2 (Significant increase in risk),N,0.4296,0.18,84956,Property
L00486,C00304,BR03,Mortgage,2025-11-15,300,270400,4.63,761,Excellent (740+),3.34,78.9,Employee,North West,0,Stage 1 (Performing),N,0.0046,0.18,224,Property
L00487,C01169,BR05,Credit Card,2025-05-15,24,4000,19.3,695,Good (670-739),0.05,,Employee,North East,0,Stage 1 (Performing),N,0.0059,0.78,18,Unsecured
L00488,C02499,BR04,Business Overdraft,2025-10-16,36,65600,9.62,577,Poor (300-579),0.1,,Hospitality,Midlands,100,Stage 3 (Credit-impaired),Y,0.0631,0.78,29058,Unsecured
L00489,C01833,BR07,Invoice Finance,2025-08-01,60,59600,9.95,604,Fair (580-669),0.08,,Import/Export,Scotland,0,Stage 1 (Performing),N,0.0197,0.45,528,Receivables
L00490,C01272,BR01,Commercial Mortgage,2024-09-27,300,485400,4.86,732,Good (670-739),0.71,50.7,Precious Metals,London,0,Stage 1 (Performing),N,0.0046,0.18,402,Property
L00491,C01562,BR02,Credit Card,2024-11-25,60,13600,20.45,592,Fair (580-669),0.48,,Employee,London,0,Stage 1 (Performing),N,0.0368,0.78,390,Unsecured
L00492,C02288,BR02,Personal Loan,2026-06-08,60,8100,8.99,688,Good (670-739),0.1,,Self-employed,London,0,Stage 1 (Performing),N,0.0067,0.45,24,Unsecured
L00493,C01126,BR09,Business Overdraft,2025-02-04,12,38500,8.81,710,Good (670-739),0.29,,Hospitality,Wales,0,Stage 1 (Performing),N,0.005,0.78,150,Unsecured
L00494,C00392,BR10,Overdraft,2025-01-04,24,3000,8.19,770,Excellent (740+),0.14,,Retired,Northern Ireland,0,Stage 1 (Performing),N,0.0013,0.78,3,Unsecured
L00495,C00842,BR01,SME Term Loan,2024-04-30,24,52800,9.79,584,Fair (580-669),0.28,,Retail,London,0,Stage 1 (Performing),N,0.0293,0.45,696,Unsecured
L00496,C02720,BR07,SME Term Loan,2025-12-23,60,72000,10.22,491,Poor (300-579),0.05,,Import/Export,Scotland,0,Stage 1 (Performing),N,0.1704,0.45,5521,Unsecured
L00497,C01157,BR01,Invoice Finance,2024-05-25,24,87100,8.94,691,Good (670-739),0.38,,Hospitality,London,0,Stage 1 (Performing),N,0.0052,0.45,204,Receivables
L00498,C00039,BR01,Business Overdraft,2025-06-06,12,13100,10.3,501,Poor (300-579),0.06,,Money Services,London,0,Stage 1 (Performing),N,0.1907,0.78,1949,Unsecured
L00499,C00943,BR06,Personal Loan,2025-06-11,36,11100,9.43,651,Fair (580-669),0.14,,Self-employed,Scotland,0,Stage 1 (Performing),N,0.0125,0.45,62,Unsecured
L00500,C00362,BR05,Credit Card,2025-05-16,36,6100,19.56,680,Good (670-739),0.32,,Self-employed,North East,0,Stage 1 (Performing),N,0.0083,0.78,39,Unsecured
L00501,C00357,BR02,Business Overdraft,2024-12-28,60,22500,10.34,547,Poor (300-579),0.05,,Money Services,London,0,Stage 1 (Performing),N,0.0983,0.78,1725,Unsecured
L00502,C00092,BR07,Personal Loan,2025-01-31,12,13500,8.14,775,Excellent (740+),0.32,,Employee,Scotland,0,Stage 1 (Performing),N,0.0017,0.45,10,Unsecured
L00503,C01110,BR02,Mortgage,2025-10-01,300,163300,6.47,578,Poor (300-579),7.37,65.4,Employee,London,100,Stage 3 (Credit-impaired),Y,0.1978,0.18,52327,Property
L00504,C02626,BR06,SME Term Loan,2024-04-21,24,71900,8.75,712,Good (670-739),0.05,,Construction,Scotland,0,Stage 1 (Performing),N,0.0033,0.45,107,Unsecured
L00505,C02286,BR07,SME Term Loan,2025-06-03,60,72200,10.66,542,Poor (300-579),0.11,,Technology,Scotland,0,Stage 1 (Performing),N,0.0823,0.45,2674,Unsecured
L00506,C00074,BR08,SME Term Loan,2025-05-12,36,81200,10.0,599,Fair (580-669),0.12,,Crypto Assets,South West,0,Stage 1 (Performing),N,0.0336,0.45,1228,Unsecured
L00507,C00230,BR08,Personal Loan,2025-03-18,24,15900,9.22,673,Good (670-739),0.51,,Employee,South West,0,Stage 1 (Performing),N,0.0099,0.45,71,Unsecured
L00508,C01746,BR03,Credit Card,2025-01-16,12,4100,18.19,863,Excellent (740+),0.07,,Employee,North West,0,Stage 1 (Performing),N,0.0004,0.78,1,Unsecured
L00509,C01512,BR09,Invoice Finance,2026-01-15,36,144700,10.95,511,Poor (300-579),0.59,,Technology,Wales,0,Stage 1 (Performing),N,0.1019,0.45,6635,Receivables
L00510,C00459,BR04,Mortgage,2025-09-28,300,281400,4.42,781,Excellent (740+),7.12,64.0,Employee,Midlands,0,Stage 1 (Performing),N,0.0083,0.18,420,Property
L00511,C01496,BR10,Overdraft,2025-02-02,36,2800,9.14,667,Fair (580-669),0.13,,Employee,Northern Ireland,0,Stage 1 (Performing),N,0.0071,0.78,16,Unsecured
L00512,C01009,BR06,Business Overdraft,2025-09-25,36,68200,9.75,622,Fair (580-669),0.15,,Professional Services,Scotland,0,Stage 1 (Performing),N,0.0202,0.78,1075,Unsecured
L00513,C02355,BR06,Mortgage,2025-03-20,300,209500,4.15,798,Excellent (740+),2.74,58.6,Self-employed,Scotland,0,Stage 1 (Performing),N,0.002,0.18,75,Property
L00514,C00083,BR06,Personal Loan,2025-01-17,12,8400,9.11,684,Good (670-739),0.52,,Retired,Scotland,0,Stage 1 (Performing),N,0.0083,0.45,31,Unsecured
L00515,C01280,BR04,Personal Loan,2024-03-11,36,12900,8.36,762,Excellent (740+),0.11,,Employee,Midlands,0,Stage 1 (Performing),N,0.002,0.45,12,Unsecured
L00516,C01829,BR08,Personal Loan,2025-08-31,60,7400,7.82,800,Excellent (740+),0.26,,Employee,South West,0,Stage 1 (Performing),N,0.0011,0.45,4,Unsecured
L00517,C00273,BR01,Personal Loan,2026-03-27,12,15100,9.51,596,Fair (580-669),0.38,,Employee,London,0,Stage 1 (Performing),N,0.0333,0.45,226,Unsecured
L00518,C02177,BR05,Mortgage,2026-09-16,300,404700,3.86,841,Excellent (740+),9.0,73.8,Employee,North East,0,Stage 1 (Performing),N,0.0031,0.18,226,Property
L00519,C01089,BR01,Personal Loan,2024-09-07,24,16000,7.96,787,Excellent (740+),0.25,,Property Investor,London,0,Stage 1 (Performing),N,0.0014,0.45,10,Unsecured
L00520,C00693,BR01,Overdraft,2025-12-31,24,2100,8.92,683,Good (670-739),0.05,,Employee,London,0,Stage 1 (Performing),N,0.0053,0.78,9,Unsecured
L00521,C02651,BR01,Personal Loan,2025-07-20,24,11300,9.37,654,Fair (580-669),0.32,,Self-employed,London,0,Stage 1 (Performing),N,0.0127,0.45,65,Unsecured
L00522,C00913,BR01,Overdraft,2025-02-16,36,3100,9.23,649,Fair (580-669),0.05,,Employee,London,0,Stage 1 (Performing),N,0.0093,0.78,22,Unsecured
L00523,C00447,BR04,Personal Loan,2025-09-22,24,20300,8.65,719,Good (670-739),0.65,,Student,Midlands,0,Stage 1 (Performing),N,0.0049,0.45,45,Unsecured
L00524,C02616,BR01,Credit Card,2024-09-02,24,3300,18.78,760,Excellent (740+),0.07,,Employee,London,0,Stage 1 (Performing),N,0.002,0.78,5,Unsecured
L00525,C02238,BR01,Mortgage,2024-09-28,300,182800,4.48,770,Excellent (740+),1.07,74.9,Self-employed,London,0,Stage 1 (Performing),N,0.0018,0.18,59,Property
L00526,C01049,BR07,Credit Card,2024-10-29,60,6500,19.29,715,Good (670-739),0.12,,Retired,Scotland,0,Stage 1 (Performing),N,0.0043,0.78,22,Unsecured
L00527,C02489,BR07,Personal Loan,2026-01-28,60,13200,8.99,663,Fair (580-669),0.86,,Employee,Scotland,0,Stage 1 (Performing),N,0.0132,0.45,78,Unsecured
L00528,C01564,BR08,Credit Card,2025-05-19,24,4700,19.62,654,Fair (580-669),0.1,,Employee,South West,0,Stage 1 (Performing),N,0.0118,0.78,43,Unsecured
L00529,C00603,BR01,Mortgage,2024-06-07,300,273200,5.5,632,Fair (580-669),7.62,44.5,Retired,London,0,Stage 1 (Performing),N,0.0911,0.18,4480,Property
L00530,C02017,BR05,Personal Loan,2026-03-26,60,8500,9.28,619,Fair (580-669),0.43,,Property Investor,North East,0,Stage 1 (Performing),N,0.0234,0.45,90,Unsecured
L00531,C01463,BR07,Commercial Mortgage,2026-06-20,300,393500,5.33,681,Good (670-739),0.19,64.4,Hospitality,Scotland,0,Stage 1 (Performing),N,0.0058,0.18,411,Property
L00532,C00730,BR01,Credit Card,2025-01-17,12,6400,20.55,598,Fair (580-669),0.09,,Employee,London,45,Stage 2 (Significant increase in risk),N,0.0293,0.78,512,Unsecured
L00533,C01491,BR01,Personal Loan,2025-02-03,60,11200,9.47,651,Fair (580-669),0.63,,Retired,London,0,Stage 1 (Performing),N,0.0148,0.45,75,Unsecured
L00534,C01742,BR05,Overdraft,2024-12-14,12,2300,9.2,625,Fair (580-669),0.05,,Student,North East,0,Stage 1 (Performing),N,0.0138,0.78,25,Unsecured
L00535,C02247,BR03,Commercial Mortgage,2025-09-07,300,480700,5.28,679,Good (670-739),0.31,85.0,Hospitality,North West,0,Stage 1 (Performing),N,0.0062,0.18,536,Property
L00536,C02229,BR07,Mortgage,2025-07-13,300,262200,5.27,681,Good (670-739),4.11,72.3,Self-employed,Scotland,0,Stage 1 (Performing),N,0.0224,0.18,1057,Property
L00537,C02967,BR03,Personal Loan,2026-02-27,24,37400,10.32,585,Fair (580-669),1.52,,Self-employed,North West,45,Stage 2 (Significant increase in risk),N,0.0582,0.45,3428,Unsecured
L00538,C02822,BR07,Overdraft,2025-07-25,60,1700,8.68,717,Good (670-739),0.08,,Employee,Scotland,0,Stage 1 (Performing),N,0.0031,0.78,4,Unsecured
L00539,C00853,BR04,Personal Loan,2024-02-20,36,12800,8.15,773,Excellent (740+),0.63,,Self-employed,Midlands,0,Stage 1 (Performing),N,0.002,0.45,12,Unsecured
L00540,C00449,BR01,Commercial Mortgage,2025-01-18,300,1036000,5.5,640,Fair (580-669),0.33,77.4,Retail,London,0,Stage 1 (Performing),N,0.0119,0.18,2219,Property
L00541,C00213,BR03,Mortgage,2025-06-10,300,223900,5.28,674,Good (670-739),2.96,73.6,Self-employed,North West,0,Stage 1 (Performing),N,0.0169,0.18,681,Property
L00542,C00893,BR03,Invoice Finance,2024-06-28,60,71300,8.94,696,Good (670-739),0.05,,Retail,North West,0,Stage 1 (Performing),N,0.0043,0.45,138,Receivables
L00543,C02280,BR01,Personal Loan,2025-01-25,36,6300,9.5,634,Fair (580-669),0.08,,Employee,London,0,Stage 1 (Performing),N,0.0162,0.45,46,Unsecured
L00544,C01488,BR01,Personal Loan,2025-12-02,60,18600,8.79,709,Good (670-739),0.44,,Student,London,0,Stage 1 (Performing),N,0.0053,0.45,44,Unsecured
L00545,C00585,BR05,Personal Loan,2025-03-08,24,17800,8.11,796,Excellent (740+),0.42,,Employee,North East,0,Stage 1 (Performing),N,0.0012,0.45,10,Unsecured
L00546,C01547,BR08,Mortgage,2024-09-05,300,318300,4.46,771,Excellent (740+),9.0,58.4,Employee,South West,0,Stage 1 (Performing),N,0.0098,0.18,561,Property
L00547,C00725,BR04,Invoice Finance,2025-09-11,36,55500,8.77,716,Good (670-739),0.05,,Charity,Midlands,0,Stage 1 (Performing),N,0.0031,0.45,77,Receivables
L00548,C01846,BR05,SME Term Loan,2025-05-24,60,112400,9.13,655,Fair (580-669),0.14,,Import/Export,North East,0,Stage 1 (Performing),N,0.0087,0.45,440,Unsecured
L00549,C02726,BR06,Commercial Mortgage,2026-02-24,300,408800,6.16,596,Fair (580-669),1.52,65.4,Retail,Scotland,0,Stage 1 (Performing),N,0.0564,0.18,4150,Property
L00550,C00857,BR08,SME Term Loan,2025-06-25,36,139300,7.87,819,Excellent (740+),0.07,,Retail,South West,0,Stage 1 (Performing),N,0.0006,0.45,38,Unsecured
L00551,C02957,BR03,Overdraft,2025-11-15,60,2500,9.19,643,Fair (580-669),0.14,,Employee,North West,0,Stage 1 (Performing),N,0.0106,0.78,21,Unsecured
L00552,C02846,BR04,Mortgage,2024-10-17,300,313600,5.29,698,Good (670-739),3.69,57.7,Self-employed,Midlands,0,Stage 1 (Performing),N,0.0147,0.18,830,Property
L00553,C01545,BR08,Mortgage,2025-02-06,300,121500,6.19,591,Fair (580-669),2.16,100.1,Employee,South West,0,Stage 1 (Performing),N,0.0492,0.18,1076,Property
L00554,C01517,BR03,Overdraft,2024-12-14,60,2200,9.33,614,Fair (580-669),0.05,,Employee,North West,0,Stage 1 (Performing),N,0.0166,0.78,28,Unsecured
L00555,C00441,BR07,SME Term Loan,2024-07-20,24,26700,9.86,582,Fair (580-669),0.05,,Hospitality,Scotland,0,Stage 1 (Performing),N,0.0431,0.45,518,Unsecured
L00556,C02297,BR10,Credit Card,2025-09-29,24,3800,18.71,778,Excellent (740+),0.08,,Employee,Northern Ireland,0,Stage 1 (Performing),N,0.0015,0.78,4,Unsecured
L00557,C02636,BR01,Mortgage,2025-10-11,300,311500,6.16,625,Fair (580-669),8.48,68.6,Self-employed,London,15,Stage 1 (Performing),N,0.1013,0.18,5680,Property
L00558,C01133,BR09,Credit Card,2025-05-09,36,3600,18.78,768,Excellent (740+),0.08,,Retired,Wales,0,Stage 1 (Performing),N,0.0018,0.78,5,Unsecured
L00559,C01839,BR02,Mortgage,2026-04-12,300,630900,4.75,746,Excellent (740+),9.0,50.3,Employee,London,0,Stage 1 (Performing),N,0.0148,0.18,1681,Property
L00560,C02634,BR04,Mortgage,2024-07-14,300,141600,4.87,731,Good (670-739),3.06,60.2,Employee,Midlands,0,Stage 1 (Performing),N,0.0068,0.18,173,Property
L00561,C00408,BR10,SME Term Loan,2025-09-18,12,81900,8.54,734,Good (670-739),0.09,,Professional Services,Northern Ireland,0,Stage 1 (Performing),N,0.0023,0.45,85,Unsecured
L00562,C02740,BR10,Overdraft,2026-07-28,24,1700,9.49,653,Fair (580-669),0.09,,Self-employed,Northern Ireland,0,Stage 1 (Performing),N,0.0088,0.78,12,Unsecured
L00563,C00889,BR02,Overdraft,2024-07-22,36,2000,7.76,812,Excellent (740+),0.05,,Self-employed,London,0,Stage 1 (Performing),N,0.0006,0.78,1,Unsecured
L00564,C01244,BR09,Credit Card,2024-01-23,12,3300,19.76,674,Good (670-739),0.05,,Director,Wales,0,Stage 1 (Performing),N,0.0083,0.78,21,Unsecured
L00565,C01383,BR03,Credit Card,2025-03-19,24,2100,19.03,737,Good (670-739),0.05,,Self-employed,North West,0,Stage 1 (Performing),N,0.0029,0.78,5,Unsecured
L00566,C02295,BR02,Overdraft,2024-11-26,60,1600,10.52,530,Poor (300-579),0.05,,Employee,London,0,Stage 1 (Performing),N,0.064,0.78,80,Unsecured
L00567,C02245,BR07,SME Term Loan,2026-05-10,36,236000,8.24,767,Excellent (740+),0.36,,Construction,Scotland,0,Stage 1 (Performing),N,0.0015,0.45,159,Unsecured
L00568,C00973,BR03,Mortgage,2025-12-18,300,196300,5.2,701,Good (670-739),5.13,82.3,Self-employed,North West,0,Stage 1 (Performing),N,0.0229,0.18,809,Property
L00569,C01753,BR04,Credit Card,2024-03-02,24,6000,19.67,659,Fair (580-669),0.32,,Retired,Midlands,0,Stage 1 (Performing),N,0.0117,0.78,55,Unsecured
L00570,C02444,BR05,Mortgage,2024-07-31,300,125000,6.6,566,Poor (300-579),3.12,40.8,Retired,North East,0,Stage 1 (Performing),N,0.099,0.18,2228,Property
L00571,C00286,BR04,SME Term Loan,2025-02-11,24,90400,9.09,653,Fair (580-669),0.37,,Real Estate,Midlands,0,Stage 1 (Performing),N,0.0098,0.45,399,Unsecured
L00572,C01366,BR02,Personal Loan,2025-04-17,12,15300,8.01,792,Excellent (740+),0.31,,Employee,London,0,Stage 1 (Performing),N,0.0013,0.45,9,Unsecured
L00573,C00662,BR03,Mortgage,2025-03-02,300,204200,4.84,736,Good (670-739),5.79,69.3,Self-employed,North West,0,Stage 1 (Performing),N,0.0162,0.18,595,Property
L00574,C01116,BR02,Mortgage,2024-10-18,300,175400,5.65,615,Fair (580-669),3.59,59.7,Employee,London,100,Stage 3 (Credit-impaired),Y,0.0542,0.18,15401,Property
L00575,C02931,BR10,Invoice Finance,2025-12-06,12,55300,9.97,505,Poor (300-579),0.05,,Money Services,Northern Ireland,0,Stage 1 (Performing),N,0.1399,0.45,3481,Receivables
L00576,C01819,BR02,Personal Loan,2024-12-26,12,12200,9.47,625,Fair (580-669),0.51,,Property Investor,London,0,Stage 1 (Performing),N,0.0218,0.45,120,Unsecured
L00577,C00750,BR07,Invoice Finance,2025-07-27,24,87300,9.83,615,Fair (580-669),0.16,,Technology,Scotland,0,Stage 1 (Performing),N,0.0169,0.45,664,Receivables
L00578,C02360,BR06,Overdraft,2024-12-06,60,4300,9.71,586,Fair (580-669),0.09,,Property Investor,Scotland,0,Stage 1 (Performing),N,0.0265,0.78,89,Unsecured
L00579,C01204,BR01,Credit Card,2026-06-10,36,2200,19.48,672,Good (670-739),0.05,,Director,London,0,Stage 1 (Performing),N,0.0086,0.78,15,Unsecured
L00580,C02806,BR04,Overdraft,2024-09-16,24,1000,8.14,775,Excellent (740+),0.05,,Employee,Midlands,0,Stage 1 (Performing),N,0.0012,0.78,1,Unsecured
L00581,C00350,BR04,Personal Loan,2025-01-14,24,11000,8.98,694,Good (670-739),0.14,,Self-employed,Midlands,0,Stage 1 (Performing),N,0.0062,0.45,31,Unsecured
L00582,C02687,BR06,Credit Card,2025-09-10,60,4000,19.41,687,Good (670-739),0.1,,Employee,Scotland,0,Stage 1 (Performing),N,0.0068,0.78,21,Unsecured
L00583,C00915,BR02,Personal Loan,2026-04-25,60,16600,9.09,656,Fair (580-669),0.27,,Employee,London,0,Stage 1 (Performing),N,0.0121,0.45,90,Unsecured
L00584,C01851,BR06,Commercial Mortgage,2026-07-11,300,677900,5.94,608,Fair (580-669),2.81,79.9,Hospitality,Scotland,0,Stage 1 (Performing),N,0.0713,0.18,8700,Property
L00585,C02194,BR10,Mortgage,2025-09-29,300,163700,4.79,742,Excellent (740+),4.95,66.0,Employee,Northern Ireland,75,Stage 2 (Significant increase in risk),N,0.011,0.18,1134,Property
L00586,C01489,BR01,Credit Card,2025-04-24,24,10100,18.65,798,Excellent (740+),0.18,,Employee,London,0,Stage 1 (Performing),N,0.0011,0.78,9,Unsecured
L00587,C01289,BR02,SME Term Loan,2025-04-09,36,106700,9.5,649,Fair (580-669),0.37,,Technology,London,0,Stage 1 (Performing),N,0.0104,0.45,499,Unsecured
L00588,C01369,BR01,Commercial Mortgage,2024-12-06,300,190800,6.45,560,Poor (300-579),0.43,74.0,Construction,London,0,Stage 1 (Performing),N,0.0452,0.18,1552,Property
L00589,C02818,BR01,Invoice Finance,2025-04-15,12,92300,9.53,595,Fair (580-669),0.05,,Professional Services,London,0,Stage 1 (Performing),N,0.0226,0.45,939,Receivables
L00590,C01785,BR09,Mortgage,2025-11-02,300,249400,5.8,611,Fair (580-669),1.46,47.2,Employee,Wales,0,Stage 1 (Performing),N,0.0282,0.18,1266,Property
L00591,C01886,BR02,SME Term Loan,2025-12-27,12,108200,9.34,634,Fair (580-669),0.62,,Construction,London,0,Stage 1 (Performing),N,0.0145,0.45,706,Unsecured
L00592,C02503,BR07,Personal Loan,2025-02-16,12,5900,9.64,607,Fair (580-669),0.13,,Director,Scotland,0,Stage 1 (Performing),N,0.0256,0.45,68,Unsecured
L00593,C01866,BR04,Mortgage,2025-05-29,300,192300,5.99,637,Fair (580-669),9.0,95.7,Student,Midlands,0,Stage 1 (Performing),N,0.0845,0.18,2925,Property
L00594,C02073,BR05,Mortgage,2024-09-23,300,236600,5.3,694,Good (670-739),4.35,73.1,Property Investor,North East,0,Stage 1 (Performing),N,0.0196,0.18,835,Property
L00595,C01304,BR06,Mortgage,2025-06-05,300,205600,5.01,708,Good (670-739),2.24,80.9,Self-employed,Scotland,0,Stage 1 (Performing),N,0.0075,0.18,278,Property
L00596,C01832,BR01,Mortgage,2025-07-15,300,299500,5.34,687,Good (670-739),5.41,59.6,Employee,London,0,Stage 1 (Performing),N,0.0316,0.18,1704,Property
L00597,C00320,BR03,SME Term Loan,2025-08-29,24,166900,9.78,593,Fair (580-669),0.13,,Professional Services,North West,0,Stage 1 (Performing),N,0.024,0.45,1803,Unsecured
