month,branch_id,department,cost_category,budget_gbp,actual_gbp,variance_gbp
2024-03-01,BR04,AML & Financial Crime,Screening & Data Vendors,5940,5860,-80
2024-03-01,BR04,AML & Financial Crime,Premises,11880,13040,1160
2024-03-01,BR04,AML & Financial Crime,Outsourcing,6930,7000,70
2024-03-01,BR04,AML & Financial Crime,Training,1980,1930,-50
2024-03-01,BR04,AML & Financial Crime,Other,2970,3020,50
2024-03-01,BR04,Payments Ops,Staff,38120,41180,3060
2024-03-01,BR04,Payments Ops,Technology & Systems,10400,10590,190
2024-03-01,BR04,Payments Ops,Screening & Data Vendors,4160,4290,130
2024-03-01,BR04,Payments Ops,Premises,8320,8250,-70
2024-03-01,BR04,Payments Ops,Outsourcing,4850,4870,20
2024-03-01,BR04,Payments Ops,Training,1390,1470,80
2024-03-01,BR04,Payments Ops,Other,2080,2130,50
2024-03-01,BR04,IT & Technology,Staff,65340,62410,-2930
2024-03-01,BR04,IT & Technology,Technology & Systems,17820,17900,80
2024-03-01,BR04,IT & Technology,Screening & Data Vendors,7130,7570,440
2024-03-01,BR04,IT & Technology,Premises,14260,13730,-530
2024-03-01,BR04,IT & Technology,Outsourcing,8320,8560,240
2024-03-01,BR04,IT & Technology,Training,2380,2140,-240
2024-03-01,BR04,IT & Technology,Other,3560,3480,-80
2024-03-01,BR04,Compliance,Staff,32670,30740,-1930
2024-03-01,BR04,Compliance,Technology & Systems,8910,9190,280
2024-03-01,BR04,Compliance,Screening & Data Vendors,3560,3670,110
2024-03-01,BR04,Compliance,Premises,7130,7370,240
2024-03-01,BR04,Compliance,Outsourcing,4160,4030,-130
2024-03-01,BR04,Compliance,Training,1190,1190,0
2024-03-01,BR04,Compliance,Other,1780,1850,70
2024-04-01,BR04,Retail Banking Ops,Staff,108900,103850,-5050
2024-04-01,BR04,Retail Banking Ops,Technology & Systems,29700,32130,2430
2024-04-01,BR04,Retail Banking Ops,Screening & Data Vendors,11880,11840,-40
2024-04-01,BR04,Retail Banking Ops,Premises,23760,23540,-220
2024-04-01,BR04,Retail Banking Ops,Outsourcing,13860,13570,-290
2024-04-01,BR04,Retail Banking Ops,Training,3960,4060,100
2024-04-01,BR04,Retail Banking Ops,Other,5940,5940,0
2024-04-01,BR04,KYC & Onboarding,Staff,49010,49890,880
2024-04-01,BR04,KYC & Onboarding,Technology & Systems,13370,14770,1400
2024-04-01,BR04,KYC & Onboarding,Screening & Data Vendors,5350,5750,400
2024-04-01,BR04,KYC & Onboarding,Premises,10690,11520,830
2024-04-01,BR04,KYC & Onboarding,Outsourcing,6240,6190,-50
2024-04-01,BR04,KYC & Onboarding,Training,1780,1760,-20
2024-04-01,BR04,KYC & Onboarding,Other,2670,2860,190
2024-04-01,BR04,AML & Financial Crime,Staff,54450,53810,-640
2024-04-01,BR04,AML & Financial Crime,Technology & Systems,14850,15700,850
2024-04-01,BR04,AML & Financial Crime,Screening & Data Vendors,5940,6390,450
2024-04-01,BR04,AML & Financial Crime,Premises,11880,12120,240
2024-04-01,BR04,AML & Financial Crime,Outsourcing,6930,7760,830
2024-04-01,BR04,AML & Financial Crime,Training,1980,2070,90
2024-04-01,BR04,AML & Financial Crime,Other,2970,2890,-80
2024-04-01,BR04,Payments Ops,Staff,38120,38190,70
2024-04-01,BR04,Payments Ops,Technology & Systems,10400,10670,270
2024-04-01,BR04,Payments Ops,Screening & Data Vendors,4160,3960,-200
2024-04-01,BR04,Payments Ops,Premises,8320,8550,230
2024-04-01,BR04,Payments Ops,Outsourcing,4850,5140,290
2024-04-01,BR04,Payments Ops,Training,1390,1350,-40
2024-04-01,BR04,Payments Ops,Other,2080,2080,0
2024-04-01,BR04,IT & Technology,Staff,65340,70360,5020
2024-04-01,BR04,IT & Technology,Technology & Systems,17820,17940,120
2024-04-01,BR04,IT & Technology,Screening & Data Vendors,7130,7110,-20
2024-04-01,BR04,IT & Technology,Premises,14260,14810,550
2024-04-01,BR04,IT & Technology,Outsourcing,8320,7950,-370
2024-04-01,BR04,IT & Technology,Training,2380,2330,-50
2024-04-01,BR04,IT & Technology,Other,3560,3920,360
2024-04-01,BR04,Compliance,Staff,32670,33160,490
2024-04-01,BR04,Compliance,Technology & Systems,8910,9050,140
2024-04-01,BR04,Compliance,Screening & Data Vendors,3560,3930,370
2024-04-01,BR04,Compliance,Premises,7130,6640,-490
2024-04-01,BR04,Compliance,Outsourcing,4160,4100,-60
2024-04-01,BR04,Compliance,Training,1190,1240,50
2024-04-01,BR04,Compliance,Other,1780,1780,0
2024-05-01,BR04,Retail Banking Ops,Staff,108900,111970,3070
2024-05-01,BR04,Retail Banking Ops,Technology & Systems,29700,30430,730
2024-05-01,BR04,Retail Banking Ops,Screening & Data Vendors,11880,12040,160
2024-05-01,BR04,Retail Banking Ops,Premises,23760,23810,50
2024-05-01,BR04,Retail Banking Ops,Outsourcing,13860,14700,840
2024-05-01,BR04,Retail Banking Ops,Training,3960,3810,-150
2024-05-01,BR04,Retail Banking Ops,Other,5940,5610,-330
2024-05-01,BR04,KYC & Onboarding,Staff,49010,49300,290
2024-05-01,BR04,KYC & Onboarding,Technology & Systems,13370,13470,100
2024-05-01,BR04,KYC & Onboarding,Screening & Data Vendors,5350,5360,10
2024-05-01,BR04,KYC & Onboarding,Premises,10690,10520,-170
2024-05-01,BR04,KYC & Onboarding,Outsourcing,6240,6680,440
2024-05-01,BR04,KYC & Onboarding,Training,1780,1930,150
2024-05-01,BR04,KYC & Onboarding,Other,2670,2840,170
2024-05-01,BR04,AML & Financial Crime,Staff,54450,58400,3950
2024-05-01,BR04,AML & Financial Crime,Technology & Systems,14850,16110,1260
2024-05-01,BR04,AML & Financial Crime,Screening & Data Vendors,5940,6180,240
2024-05-01,BR04,AML & Financial Crime,Premises,11880,12290,410
2024-05-01,BR04,AML & Financial Crime,Outsourcing,6930,7510,580
2024-05-01,BR04,AML & Financial Crime,Training,1980,2080,100
2024-05-01,BR04,AML & Financial Crime,Other,2970,2900,-70
2024-05-01,BR04,Payments Ops,Staff,38120,39090,970
2024-05-01,BR04,Payments Ops,Technology & Systems,10400,11080,680
2024-05-01,BR04,Payments Ops,Screening & Data Vendors,4160,4260,100
2024-05-01,BR04,Payments Ops,Premises,8320,8420,100
2024-05-01,BR04,Payments Ops,Outsourcing,4850,4510,-340
2024-05-01,BR04,Payments Ops,Training,1390,1450,60
2024-05-01,BR04,Payments Ops,Other,2080,2020,-60
2024-05-01,BR04,IT & Technology,Staff,65340,69230,3890
2024-05-01,BR04,IT & Technology,Technology & Systems,17820,18320,500
2024-05-01,BR04,IT & Technology,Screening & Data Vendors,7130,7760,630
2024-05-01,BR04,IT & Technology,Premises,14260,15060,800
2024-05-01,BR04,IT & Technology,Outsourcing,8320,8550,230
2024-05-01,BR04,IT & Technology,Training,2380,2440,60
2024-05-01,BR04,IT & Technology,Other,3560,3650,90
2024-05-01,BR04,Compliance,Staff,32670,32130,-540
2024-05-01,BR04,Compliance,Technology & Systems,8910,10000,1090
2024-05-01,BR04,Compliance,Screening & Data Vendors,3560,3530,-30
2024-05-01,BR04,Compliance,Premises,7130,7390,260
2024-05-01,BR04,Compliance,Outsourcing,4160,4120,-40
2024-05-01,BR04,Compliance,Training,1190,1180,-10
2024-05-01,BR04,Compliance,Other,1780,1810,30
2024-06-01,BR04,Retail Banking Ops,Staff,108900,118200,9300
2024-06-01,BR04,Retail Banking Ops,Technology & Systems,29700,31380,1680
2024-06-01,BR04,Retail Banking Ops,Screening & Data Vendors,11880,12230,350
2024-06-01,BR04,Retail Banking Ops,Premises,23760,26250,2490
2024-06-01,BR04,Retail Banking Ops,Outsourcing,13860,13070,-790
2024-06-01,BR04,Retail Banking Ops,Training,3960,4180,220
2024-06-01,BR04,Retail Banking Ops,Other,5940,5510,-430
2024-06-01,BR04,KYC & Onboarding,Staff,49010,50510,1500
2024-06-01,BR04,KYC & Onboarding,Technology & Systems,13370,14230,860
2024-06-01,BR04,KYC & Onboarding,Screening & Data Vendors,5350,5630,280
2024-06-01,BR04,KYC & Onboarding,Premises,10690,11070,380
2024-06-01,BR04,KYC & Onboarding,Outsourcing,6240,6520,280
2024-06-01,BR04,KYC & Onboarding,Training,1780,1820,40
2024-06-01,BR04,KYC & Onboarding,Other,2670,2740,70
2024-06-01,BR04,AML & Financial Crime,Staff,54450,59660,5210
2024-06-01,BR04,AML & Financial Crime,Technology & Systems,14850,16560,1710
2024-06-01,BR04,AML & Financial Crime,Screening & Data Vendors,5940,7190,1250
2024-06-01,BR04,AML & Financial Crime,Premises,11880,12170,290
2024-06-01,BR04,AML & Financial Crime,Outsourcing,6930,7030,100
2024-06-01,BR04,AML & Financial Crime,Training,1980,2020,40
2024-06-01,BR04,AML & Financial Crime,Other,2970,3400,430
2024-06-01,BR04,Payments Ops,Staff,38120,37570,-550
2024-06-01,BR04,Payments Ops,Technology & Systems,10400,10700,300
2024-06-01,BR04,Payments Ops,Screening & Data Vendors,4160,4020,-140
2024-06-01,BR04,Payments Ops,Premises,8320,9030,710
2024-06-01,BR04,Payments Ops,Outsourcing,4850,5260,410
2024-06-01,BR04,Payments Ops,Training,1390,1460,70
2024-06-01,BR04,Payments Ops,Other,2080,2190,110
2024-06-01,BR04,IT & Technology,Staff,65340,65800,460
2024-06-01,BR04,IT & Technology,Technology & Systems,17820,17630,-190
2024-06-01,BR04,IT & Technology,Screening & Data Vendors,7130,7320,190
2024-06-01,BR04,IT & Technology,Premises,14260,15210,950
2024-06-01,BR04,IT & Technology,Outsourcing,8320,8630,310
2024-06-01,BR04,IT & Technology,Training,2380,2270,-110
2024-06-01,BR04,IT & Technology,Other,3560,3680,120
2024-06-01,BR04,Compliance,Staff,32670,34220,1550
2024-06-01,BR04,Compliance,Technology & Systems,8910,8750,-160
2024-06-01,BR04,Compliance,Screening & Data Vendors,3560,3700,140
2024-06-01,BR04,Compliance,Premises,7130,6600,-530
2024-06-01,BR04,Compliance,Outsourcing,4160,4670,510
2024-06-01,BR04,Compliance,Training,1190,1160,-30
2024-06-01,BR04,Compliance,Other,1780,2030,250
2024-07-01,BR04,Retail Banking Ops,Staff,108900,102950,-5950
2024-07-01,BR04,Retail Banking Ops,Technology & Systems,29700,31950,2250
2024-07-01,BR04,Retail Banking Ops,Screening & Data Vendors,11880,12200,320
2024-07-01,BR04,Retail Banking Ops,Premises,23760,25200,1440
2024-07-01,BR04,Retail Banking Ops,Outsourcing,13860,15850,1990
2024-07-01,BR04,Retail Banking Ops,Training,3960,3930,-30
2024-07-01,BR04,Retail Banking Ops,Other,5940,6290,350
2024-07-01,BR04,KYC & Onboarding,Staff,49010,50340,1330
2024-07-01,BR04,KYC & Onboarding,Technology & Systems,13370,13380,10
2024-07-01,BR04,KYC & Onboarding,Screening & Data Vendors,5350,5760,410
2024-07-01,BR04,KYC & Onboarding,Premises,10690,11240,550
2024-07-01,BR04,KYC & Onboarding,Outsourcing,6240,6480,240
2024-07-01,BR04,KYC & Onboarding,Training,1780,1880,100
2024-07-01,BR04,KYC & Onboarding,Other,2670,2790,120
2024-07-01,BR04,AML & Financial Crime,Staff,54450,60490,6040
2024-07-01,BR04,AML & Financial Crime,Technology & Systems,14850,17360,2510
2024-07-01,BR04,AML & Financial Crime,Screening & Data Vendors,5940,6670,730
2024-07-01,BR04,AML & Financial Crime,Premises,11880,12480,600
2024-07-01,BR04,AML & Financial Crime,Outsourcing,6930,7900,970
2024-07-01,BR04,AML & Financial Crime,Training,1980,2010,30
2024-07-01,BR04,AML & Financial Crime,Other,2970,3090,120
2024-07-01,BR04,Payments Ops,Staff,38120,39150,1030
2024-07-01,BR04,Payments Ops,Technology & Systems,10400,10060,-340
2024-07-01,BR04,Payments Ops,Screening & Data Vendors,4160,4240,80
2024-07-01,BR04,Payments Ops,Premises,8320,8520,200
2024-07-01,BR04,Payments Ops,Outsourcing,4850,4520,-330
2024-07-01,BR04,Payments Ops,Training,1390,1540,150
2024-07-01,BR04,Payments Ops,Other,2080,2020,-60
2024-07-01,BR04,IT & Technology,Staff,65340,61140,-4200
2024-07-01,BR04,IT & Technology,Technology & Systems,17820,18270,450
2024-07-01,BR04,IT & Technology,Screening & Data Vendors,7130,7500,370
2024-07-01,BR04,IT & Technology,Premises,14260,14060,-200
2024-07-01,BR04,IT & Technology,Outsourcing,8320,8800,480
2024-07-01,BR04,IT & Technology,Training,2380,2760,380
2024-07-01,BR04,IT & Technology,Other,3560,3740,180
2024-07-01,BR04,Compliance,Staff,32670,32640,-30
2024-07-01,BR04,Compliance,Technology & Systems,8910,9880,970
2024-07-01,BR04,Compliance,Screening & Data Vendors,3560,3490,-70
2024-07-01,BR04,Compliance,Premises,7130,6950,-180
2024-07-01,BR04,Compliance,Outsourcing,4160,4320,160
2024-07-01,BR04,Compliance,Training,1190,1190,0
2024-07-01,BR04,Compliance,Other,1780,1770,-10
2024-08-01,BR04,Retail Banking Ops,Staff,108900,102900,-6000
2024-08-01,BR04,Retail Banking Ops,Technology & Systems,29700,27530,-2170
2024-08-01,BR04,Retail Banking Ops,Screening & Data Vendors,11880,12340,460
2024-08-01,BR04,Retail Banking Ops,Premises,23760,22860,-900
2024-08-01,BR04,Retail Banking Ops,Outsourcing,13860,14100,240
2024-08-01,BR04,Retail Banking Ops,Training,3960,3880,-80
2024-08-01,BR04,Retail Banking Ops,Other,5940,6050,110
2024-08-01,BR04,KYC & Onboarding,Staff,49010,51240,2230
2024-08-01,BR04,KYC & Onboarding,Technology & Systems,13370,15120,1750
2024-08-01,BR04,KYC & Onboarding,Screening & Data Vendors,5350,5910,560
2024-08-01,BR04,KYC & Onboarding,Premises,10690,11470,780
2024-08-01,BR04,KYC & Onboarding,Outsourcing,6240,7350,1110
2024-08-01,BR04,KYC & Onboarding,Training,1780,2010,230
2024-08-01,BR04,KYC & Onboarding,Other,2670,2740,70
2024-08-01,BR04,AML & Financial Crime,Staff,54450,60930,6480
2024-08-01,BR04,AML & Financial Crime,Technology & Systems,14850,15370,520
2024-08-01,BR04,AML & Financial Crime,Screening & Data Vendors,5940,6170,230
2024-08-01,BR04,AML & Financial Crime,Premises,11880,13090,1210
2024-08-01,BR04,AML & Financial Crime,Outsourcing,6930,8070,1140
2024-08-01,BR04,AML & Financial Crime,Training,1980,2210,230
2024-08-01,BR04,AML & Financial Crime,Other,2970,3400,430
2024-08-01,BR04,Payments Ops,Staff,38120,39570,1450
2024-08-01,BR04,Payments Ops,Technology & Systems,10400,10300,-100
2024-08-01,BR04,Payments Ops,Screening & Data Vendors,4160,4380,220
2024-08-01,BR04,Payments Ops,Premises,8320,8320,0
2024-08-01,BR04,Payments Ops,Outsourcing,4850,5210,360
2024-08-01,BR04,Payments Ops,Training,1390,1450,60
2024-08-01,BR04,Payments Ops,Other,2080,2300,220
2024-08-01,BR04,IT & Technology,Staff,65340,69070,3730
2024-08-01,BR04,IT & Technology,Technology & Systems,17820,17840,20
2024-08-01,BR04,IT & Technology,Screening & Data Vendors,7130,7800,670
2024-08-01,BR04,IT & Technology,Premises,14260,14650,390
2024-08-01,BR04,IT & Technology,Outsourcing,8320,8290,-30
2024-08-01,BR04,IT & Technology,Training,2380,2400,20
2024-08-01,BR04,IT & Technology,Other,3560,3650,90
2024-08-01,BR04,Compliance,Staff,32670,30760,-1910
2024-08-01,BR04,Compliance,Technology & Systems,8910,9290,380
2024-08-01,BR04,Compliance,Screening & Data Vendors,3560,3580,20
2024-08-01,BR04,Compliance,Premises,7130,7370,240
2024-08-01,BR04,Compliance,Outsourcing,4160,4200,40
2024-08-01,BR04,Compliance,Training,1190,1270,80
2024-08-01,BR04,Compliance,Other,1780,1870,90
2024-09-01,BR04,Retail Banking Ops,Staff,108900,109880,980
2024-09-01,BR04,Retail Banking Ops,Technology & Systems,29700,29440,-260
2024-09-01,BR04,Retail Banking Ops,Screening & Data Vendors,11880,11930,50
2024-09-01,BR04,Retail Banking Ops,Premises,23760,27000,3240
2024-09-01,BR04,Retail Banking Ops,Outsourcing,13860,14440,580
2024-09-01,BR04,Retail Banking Ops,Training,3960,3880,-80
2024-09-01,BR04,Retail Banking Ops,Other,5940,6590,650
2024-09-01,BR04,KYC & Onboarding,Staff,49010,56760,7750
2024-09-01,BR04,KYC & Onboarding,Technology & Systems,13370,15760,2390
2024-09-01,BR04,KYC & Onboarding,Screening & Data Vendors,5350,5900,550
2024-09-01,BR04,KYC & Onboarding,Premises,10690,11430,740
2024-09-01,BR04,KYC & Onboarding,Outsourcing,6240,6510,270
2024-09-01,BR04,KYC & Onboarding,Training,1780,1910,130
2024-09-01,BR04,KYC & Onboarding,Other,2670,2770,100
2024-09-01,BR04,AML & Financial Crime,Staff,54450,62100,7650
2024-09-01,BR04,AML & Financial Crime,Technology & Systems,14850,17420,2570
2024-09-01,BR04,AML & Financial Crime,Screening & Data Vendors,5940,6930,990
2024-09-01,BR04,AML & Financial Crime,Premises,11880,12040,160
2024-09-01,BR04,AML & Financial Crime,Outsourcing,6930,7390,460
2024-09-01,BR04,AML & Financial Crime,Training,1980,2210,230
2024-09-01,BR04,AML & Financial Crime,Other,2970,3180,210
2024-09-01,BR04,Payments Ops,Staff,38120,42200,4080
2024-09-01,BR04,Payments Ops,Technology & Systems,10400,10510,110
2024-09-01,BR04,Payments Ops,Screening & Data Vendors,4160,4260,100
2024-09-01,BR04,Payments Ops,Premises,8320,8260,-60
2024-09-01,BR04,Payments Ops,Outsourcing,4850,4960,110
2024-09-01,BR04,Payments Ops,Training,1390,1420,30
2024-09-01,BR04,Payments Ops,Other,2080,2040,-40
2024-09-01,BR04,IT & Technology,Staff,65340,66260,920
2024-09-01,BR04,IT & Technology,Technology & Systems,17820,18670,850
2024-09-01,BR04,IT & Technology,Screening & Data Vendors,7130,7900,770
2024-09-01,BR04,IT & Technology,Premises,14260,14570,310
2024-09-01,BR04,IT & Technology,Outsourcing,8320,8410,90
2024-09-01,BR04,IT & Technology,Training,2380,2350,-30
2024-09-01,BR04,IT & Technology,Other,3560,3800,240
2024-09-01,BR04,Compliance,Staff,32670,32660,-10
2024-09-01,BR04,Compliance,Technology & Systems,8910,8620,-290
2024-09-01,BR04,Compliance,Screening & Data Vendors,3560,3740,180
2024-09-01,BR04,Compliance,Premises,7130,6740,-390
2024-09-01,BR04,Compliance,Outsourcing,4160,4600,440
2024-09-01,BR04,Compliance,Training,1190,1190,0
2024-09-01,BR04,Compliance,Other,1780,1880,100
2024-10-01,BR04,Retail Banking Ops,Staff,108900,115570,6670
2024-10-01,BR04,Retail Banking Ops,Technology & Systems,29700,28770,-930
2024-10-01,BR04,Retail Banking Ops,Screening & Data Vendors,11880,12610,730
2024-10-01,BR04,Retail Banking Ops,Premises,23760,24430,670
2024-10-01,BR04,Retail Banking Ops,Outsourcing,13860,14120,260
2024-10-01,BR04,Retail Banking Ops,Training,3960,3770,-190
2024-10-01,BR04,Retail Banking Ops,Other,5940,6430,490
2024-10-01,BR04,KYC & Onboarding,Staff,49010,58060,9050
2024-10-01,BR04,KYC & Onboarding,Technology & Systems,13370,14900,1530
2024-10-01,BR04,KYC & Onboarding,Screening & Data Vendors,5350,5430,80
2024-10-01,BR04,KYC & Onboarding,Premises,10690,11970,1280
2024-10-01,BR04,KYC & Onboarding,Outsourcing,6240,6570,330
2024-10-01,BR04,KYC & Onboarding,Training,1780,1870,90
2024-10-01,BR04,KYC & Onboarding,Other,2670,2800,130
2024-10-01,BR04,AML & Financial Crime,Staff,54450,60780,6330
2024-10-01,BR04,AML & Financial Crime,Technology & Systems,14850,16400,1550
2024-10-01,BR04,AML & Financial Crime,Screening & Data Vendors,5940,6480,540
2024-10-01,BR04,AML & Financial Crime,Premises,11880,13370,1490
2024-10-01,BR04,AML & Financial Crime,Outsourcing,6930,7300,370
2024-10-01,BR04,AML & Financial Crime,Training,1980,2130,150
2024-10-01,BR04,AML & Financial Crime,Other,2970,3080,110
2024-10-01,BR04,Payments Ops,Staff,38120,37230,-890
2024-10-01,BR04,Payments Ops,Technology & Systems,10400,10430,30
2024-10-01,BR04,Payments Ops,Screening & Data Vendors,4160,3980,-180
2024-10-01,BR04,Payments Ops,Premises,8320,8440,120
2024-10-01,BR04,Payments Ops,Outsourcing,4850,5130,280
2024-10-01,BR04,Payments Ops,Training,1390,1470,80
2024-10-01,BR04,Payments Ops,Other,2080,2140,60
2024-10-01,BR04,IT & Technology,Staff,65340,65970,630
2024-10-01,BR04,IT & Technology,Technology & Systems,17820,18000,180
2024-10-01,BR04,IT & Technology,Screening & Data Vendors,7130,7840,710
2024-10-01,BR04,IT & Technology,Premises,14260,15390,1130
2024-10-01,BR04,IT & Technology,Outsourcing,8320,8520,200
2024-10-01,BR04,IT & Technology,Training,2380,2730,350
2024-10-01,BR04,IT & Technology,Other,3560,3690,130
2024-10-01,BR04,Compliance,Staff,32670,35320,2650
2024-10-01,BR04,Compliance,Technology & Systems,8910,9470,560
2024-10-01,BR04,Compliance,Screening & Data Vendors,3560,3410,-150
2024-10-01,BR04,Compliance,Premises,7130,7000,-130
2024-10-01,BR04,Compliance,Outsourcing,4160,4540,380
2024-10-01,BR04,Compliance,Training,1190,1200,10
2024-10-01,BR04,Compliance,Other,1780,1880,100
2024-11-01,BR04,Retail Banking Ops,Staff,108900,111460,2560
2024-11-01,BR04,Retail Banking Ops,Technology & Systems,29700,32150,2450
2024-11-01,BR04,Retail Banking Ops,Screening & Data Vendors,11880,11200,-680
2024-11-01,BR04,Retail Banking Ops,Premises,23760,25140,1380
2024-11-01,BR04,Retail Banking Ops,Outsourcing,13860,14420,560
2024-11-01,BR04,Retail Banking Ops,Training,3960,4010,50
2024-11-01,BR04,Retail Banking Ops,Other,5940,6080,140
2024-11-01,BR04,KYC & Onboarding,Staff,49010,57970,8960
2024-11-01,BR04,KYC & Onboarding,Technology & Systems,13370,15500,2130
2024-11-01,BR04,KYC & Onboarding,Screening & Data Vendors,5350,6350,1000
2024-11-01,BR04,KYC & Onboarding,Premises,10690,11580,890
2024-11-01,BR04,KYC & Onboarding,Outsourcing,6240,6700,460
