case_id,customer_id,case_type,due_diligence_level,assigned_team,analyst_id,start_date,completion_date,sla_days,days_taken,sla_breached,id_verified,address_verified,source_of_funds_verified,source_of_wealth_verified,senior_mgmt_approval,status,rejection_reason,qa_check_passed,case_handling_hours
KYC00625,C00574,Onboarding,Enhanced,Enhanced Due Diligence,AN018,2024-08-25,2024-09-13,30,19.0,N,Y,Y,Y,Y,Y,Approved,,Y,15.2
KYC00626,C00574,Periodic Review,Enhanced,Enhanced Due Diligence,AN018,2025-09-18,2025-10-13,30,25.0,N,Y,Y,N,Y,Y,Approved,,Y,21.9
KYC00627,C00575,Onboarding,Simplified,KYC Onboarding,AN009,2025-05-02,2025-05-06,5,4.0,N,Y,Y,N,N/A,N/A,Approved,,Y,3.2
KYC00628,C00576,Onboarding,Standard,KYC Onboarding,AN006,2024-07-15,2024-07-20,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.3
KYC00629,C00577,Onboarding,Standard,Business Due Diligence,AN025,2024-06-18,2024-07-10,10,22.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,14.4
KYC00630,C00578,Onboarding,Standard,KYC Onboarding,AN006,2025-12-15,2025-12-24,10,9.0,N,Y,Y,N,N/A,N/A,Approved,,Y,4.2
KYC00631,C00579,Onboarding,Simplified,KYC Onboarding,AN005,2024-01-15,2024-01-16,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.4
KYC00632,C00580,Onboarding,Standard,KYC Onboarding,AN005,2024-07-17,2024-07-25,10,8.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.9
KYC00633,C00581,Onboarding,Standard,KYC Onboarding,AN006,2024-10-06,2024-10-07,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.9
KYC00634,C00582,Onboarding,Standard,KYC Onboarding,AN002,2024-04-09,2024-04-26,10,17.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,8.9
KYC00635,C00583,Onboarding,Simplified,KYC Onboarding,AN010,2025-07-18,2025-07-26,5,8.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,6.3
KYC00636,C00584,Onboarding,Standard,KYC Onboarding,AN004,2024-09-18,2024-09-21,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.6
KYC00637,C00585,Onboarding,Standard,KYC Onboarding,AN003,2024-12-01,2024-12-17,10,16.0,Y,Y,Y,Y,N/A,N/A,Rejected,Customer withdrew,Y,7.4
KYC00638,C00586,Onboarding,Simplified,KYC Onboarding,AN004,2024-08-08,2024-08-09,5,1.0,N,Y,N,N,N/A,N/A,Approved,,Y,0.7
KYC00639,C00587,Onboarding,Standard,KYC Onboarding,AN003,2025-10-10,2025-10-21,10,11.0,Y,Y,Y,Y,N/A,N/A,Approved,,N,8.7
KYC00640,C00588,Onboarding,Standard,Business Due Diligence,AN022,2024-10-31,2024-11-09,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.4
KYC00641,C00589,Onboarding,Standard,Business Due Diligence,AN023,2025-07-29,2025-07-31,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.8
KYC00642,C00590,Onboarding,Standard,KYC Onboarding,AN003,2025-03-31,2025-04-14,10,14.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,8.6
KYC00643,C00591,Onboarding,Standard,KYC Onboarding,AN005,2025-11-27,2025-12-03,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.3
KYC00644,C00592,Onboarding,Standard,Business Due Diligence,AN025,2025-03-16,2025-03-24,10,8.0,N,Y,N,Y,N/A,N/A,Approved,,Y,6.1
KYC00645,C00593,Onboarding,Enhanced,Enhanced Due Diligence,AN019,2025-12-19,2025-12-27,30,8.0,N,Y,Y,N,Y,Y,Approved,,Y,5.7
KYC00646,C00594,Onboarding,Standard,KYC Onboarding,AN002,2025-05-23,2025-05-26,10,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.1
KYC00647,C00595,Onboarding,Standard,Business Due Diligence,AN026,2024-02-12,2024-02-20,10,8.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.0
KYC00648,C00596,Onboarding,Simplified,KYC Onboarding,AN005,2024-04-23,2024-04-27,5,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.8
KYC00649,C00597,Onboarding,Standard,Business Due Diligence,AN025,2025-07-29,2025-08-07,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.7
KYC00650,C00598,Onboarding,Standard,KYC Onboarding,AN010,2024-02-03,2024-02-16,10,13.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,6.6
KYC00651,C00599,Onboarding,Standard,KYC Onboarding,AN007,2024-05-18,2024-05-19,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.9
KYC00652,C00600,Onboarding,Standard,KYC Onboarding,AN004,2025-07-30,2025-08-02,10,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.6
KYC00653,C00601,Onboarding,Standard,KYC Onboarding,AN007,2024-09-15,2024-09-17,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.2
KYC00654,C00602,Onboarding,Standard,KYC Onboarding,AN008,2024-06-06,2024-06-19,10,13.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,7.9
KYC00655,C00603,Onboarding,Simplified,KYC Onboarding,AN002,2024-05-24,2024-05-25,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.9
KYC00656,C00604,Onboarding,Standard,Business Due Diligence,AN024,2024-08-15,2024-08-18,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.2
KYC00657,C00605,Onboarding,Standard,KYC Onboarding,AN006,2025-09-02,2025-09-06,10,4.0,N,Y,Y,Y,N/A,N/A,Escalated to Compliance,,Y,2.2
KYC00658,C00606,Onboarding,Standard,KYC Onboarding,AN001,2024-11-29,2024-12-04,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.5
KYC00659,C00607,Onboarding,Standard,Business Due Diligence,AN024,2025-11-25,2025-11-28,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.4
KYC00660,C00608,Onboarding,Standard,Business Due Diligence,AN025,2025-06-04,2025-06-08,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.3
KYC00661,C00609,Onboarding,Standard,KYC Onboarding,AN002,2024-07-12,2024-07-18,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.7
KYC00662,C00610,Onboarding,Standard,KYC Onboarding,AN008,2024-04-26,2024-05-03,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.3
KYC00663,C00611,Onboarding,Enhanced,Enhanced Due Diligence,AN020,2025-11-19,2025-11-26,30,7.0,N,Y,Y,Y,Y,Y,Approved,,Y,4.2
KYC00665,C00612,Onboarding,Standard,KYC Onboarding,AN009,2025-10-19,2025-10-24,10,5.0,N,Y,Y,N,N/A,N/A,Approved,,Y,3.2
KYC00666,C00613,Onboarding,Standard,Business Due Diligence,AN023,2024-03-27,2024-03-28,10,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.6
KYC00667,C00614,Onboarding,Standard,Business Due Diligence,AN025,2024-08-22,2024-08-28,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.2
KYC00668,C00615,Onboarding,Standard,Business Due Diligence,AN026,2025-06-27,2025-07-07,10,10.0,N,Y,Y,Y,N/A,N/A,Rejected,Customer withdrew,Y,4.5
KYC00669,C00616,Onboarding,Standard,KYC Onboarding,AN006,2025-12-18,2025-12-24,10,6.0,N,Y,Y,N,N/A,N/A,Approved,,N,4.7
KYC00670,C00617,Onboarding,Standard,KYC Onboarding,AN007,2025-10-21,2025-11-10,10,20.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,16.3
KYC00671,C00618,Onboarding,Enhanced,Enhanced Due Diligence,AN020,2024-07-25,2024-08-30,30,36.0,Y,Y,Y,Y,Y,Y,Approved,,Y,27.1
KYC00672,C00618,Periodic Review,Enhanced,Enhanced Due Diligence,AN021,2025-08-28,2025-09-17,30,20.0,N,Y,Y,Y,Y,Y,Approved,,Y,15.4
KYC00673,C00619,Onboarding,Standard,KYC Onboarding,AN004,2025-10-14,2025-10-18,10,4.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.1
KYC00674,C00620,Onboarding,Standard,Business Due Diligence,AN026,2025-06-14,2025-06-16,10,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.2
KYC00675,C00621,Onboarding,Standard,KYC Onboarding,AN005,2024-12-02,2024-12-13,10,11.0,Y,Y,Y,Y,N/A,N/A,Approved,,N,4.9
KYC00676,C00622,Onboarding,Simplified,KYC Onboarding,AN005,2024-10-01,2024-10-05,5,4.0,N,Y,Y,Y,N/A,N/A,Escalated to Compliance,,Y,2.8
KYC00677,C00623,Onboarding,Standard,KYC Onboarding,AN010,2025-08-13,2025-08-17,10,4.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.5
KYC00678,C00624,Onboarding,Standard,Business Due Diligence,AN025,2025-09-03,2025-09-18,10,15.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,9.9
KYC00679,C00625,Onboarding,Standard,KYC Onboarding,AN001,2025-10-30,2025-11-01,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.9
KYC00680,C00626,Onboarding,Standard,KYC Onboarding,AN003,2024-12-04,2024-12-07,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.6
KYC00681,C00627,Onboarding,Simplified,KYC Onboarding,AN010,2024-07-11,2024-07-14,5,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.9
KYC00682,C00628,Onboarding,Simplified,KYC Onboarding,AN008,2025-09-24,2025-09-29,5,5.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.4
KYC00683,C00629,Onboarding,Simplified,KYC Onboarding,AN008,2024-08-09,2024-08-10,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.4
KYC00684,C00630,Onboarding,Simplified,KYC Onboarding,AN007,2025-07-01,2025-07-11,5,10.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,5.2
KYC00685,C00631,Onboarding,Standard,KYC Onboarding,AN002,2025-01-03,2025-01-17,10,14.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,5.9
KYC00686,C00632,Onboarding,Simplified,KYC Onboarding,AN007,2025-03-02,2025-03-04,5,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.1
KYC00687,C00633,Onboarding,Simplified,KYC Onboarding,AN008,2024-05-30,2024-06-01,5,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.8
KYC00688,C00634,Onboarding,Standard,KYC Onboarding,AN001,2024-06-29,2024-06-30,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.4
KYC00689,C00635,Onboarding,Standard,KYC Onboarding,AN010,2025-04-22,2025-05-11,10,19.0,Y,Y,Y,Y,N/A,N/A,Approved,,N,11.1
KYC00690,C00636,Onboarding,Standard,KYC Onboarding,AN005,2024-07-07,2024-07-14,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.6
KYC00691,C00637,Onboarding,Simplified,KYC Onboarding,AN010,2025-05-03,2025-05-05,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.8
KYC00692,C00638,Onboarding,Standard,KYC Onboarding,AN004,2025-12-25,,10,,,Y,Y,Y,N/A,N/A,Pending,,,0.0
KYC00693,C00639,Onboarding,Standard,KYC Onboarding,AN006,2024-02-29,2024-03-16,10,16.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,11.4
KYC00694,C00640,Onboarding,Standard,KYC Onboarding,AN001,2025-11-06,2025-11-15,10,9.0,N,Y,N,Y,N/A,N/A,Approved,,N,6.3
KYC00695,C00641,Onboarding,Standard,KYC Onboarding,AN006,2024-05-03,2024-05-05,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.7
KYC00696,C00642,Onboarding,Standard,KYC Onboarding,AN007,2024-04-09,2024-04-16,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,6.1
KYC00697,C00643,Onboarding,Enhanced,Enhanced Due Diligence,AN020,2025-08-29,2025-09-24,30,26.0,N,Y,Y,Y,Y,Y,Approved,,Y,16.9
KYC00698,C00644,Onboarding,Standard,KYC Onboarding,AN008,2024-05-27,2024-05-31,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.8
KYC00699,C00645,Onboarding,Standard,KYC Onboarding,AN006,2025-04-15,2025-04-17,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.2
KYC00700,C00646,Onboarding,Simplified,KYC Onboarding,AN007,2024-03-19,2024-03-21,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.4
KYC00701,C00647,Onboarding,Standard,KYC Onboarding,AN004,2024-03-01,2024-03-04,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.7
KYC00702,C00648,Onboarding,Standard,KYC Onboarding,AN009,2024-05-25,2024-05-28,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.8
KYC00703,C00649,Onboarding,Enhanced,Enhanced Due Diligence,AN021,2025-01-13,2025-02-10,30,28.0,N,Y,Y,Y,Y,Y,Approved,,Y,18.9
KYC00704,C00650,Onboarding,Enhanced,Enhanced Due Diligence,AN021,2024-07-28,2024-08-07,30,10.0,N,Y,Y,Y,Y,Y,Approved,,Y,4.8
KYC00705,C00650,Periodic Review,Enhanced,Enhanced Due Diligence,AN017,2025-07-31,2025-08-26,30,26.0,N,Y,Y,Y,Y,Y,Approved,,Y,15.0
KYC00706,C00651,Onboarding,Standard,KYC Onboarding,AN010,2024-06-08,2024-06-20,10,12.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,5.6
KYC00707,C00652,Onboarding,Standard,KYC Onboarding,AN009,2025-09-02,2025-09-08,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.8
KYC00708,C00653,Onboarding,Simplified,KYC Onboarding,AN008,2024-05-04,2024-05-06,5,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.5
KYC00709,C00654,Onboarding,Enhanced,Enhanced Due Diligence,AN020,2024-03-08,2024-04-28,30,51.0,Y,Y,Y,Y,Y,Y,Approved,,Y,28.5
KYC00710,C00654,Periodic Review,Enhanced,Enhanced Due Diligence,AN018,2025-04-09,2025-04-15,30,6.0,N,Y,Y,Y,Y,N,Escalated to Compliance,,Y,3.0
KYC00711,C00655,Onboarding,Simplified,KYC Onboarding,AN001,2024-03-20,2024-03-23,5,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.2
KYC00712,C00656,Onboarding,Simplified,KYC Onboarding,AN003,2025-10-02,2025-10-03,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.9
KYC00713,C00657,Onboarding,Standard,KYC Onboarding,AN009,2024-12-10,2024-12-15,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.1
KYC00714,C00657,Trigger Event Review,Standard,KYC Periodic Review,AN014,2025-05-24,2025-05-26,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.4
KYC00715,C00658,Onboarding,Standard,Business Due Diligence,AN026,2025-12-10,2025-12-25,10,15.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,11.9
KYC00716,C00659,Onboarding,Standard,KYC Onboarding,AN002,2025-08-09,2025-08-16,10,7.0,N,Y,N,Y,N/A,N/A,Approved,,Y,3.9
KYC00717,C00660,Onboarding,Standard,KYC Onboarding,AN004,2024-07-24,2024-07-25,10,1.0,N,Y,Y,N,N/A,N/A,Rejected,Source of funds unclear,Y,0.8
KYC00718,C00661,Onboarding,Enhanced,Enhanced Due Diligence,AN019,2025-07-31,2025-08-08,30,8.0,N,Y,Y,Y,Y,Y,Approved,,Y,5.2
KYC00719,C00662,Onboarding,Simplified,KYC Onboarding,AN005,2024-11-29,2024-12-01,5,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.3
KYC00720,C00663,Onboarding,Standard,KYC Onboarding,AN002,2025-02-13,2025-02-27,10,14.0,Y,Y,Y,Y,N/A,N/A,Escalated to Compliance,,Y,6.1
KYC00721,C00664,Onboarding,Standard,KYC Onboarding,AN002,2025-01-18,2025-01-22,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.7
KYC00722,C00665,Onboarding,Enhanced,Enhanced Due Diligence,AN019,2025-07-04,2025-07-11,30,7.0,N,Y,Y,Y,Y,Y,Approved,,Y,4.7
KYC00723,C00666,Onboarding,Standard,KYC Onboarding,AN010,2024-05-29,2024-06-12,10,14.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,6.2
KYC00724,C00667,Onboarding,Simplified,KYC Onboarding,AN002,2024-02-09,2024-02-10,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.4
KYC00725,C00667,Trigger Event Review,Standard,KYC Periodic Review,AN013,2024-03-19,2024-03-24,10,5.0,N,N,Y,Y,N/A,N/A,Approved,,Y,4.0
KYC00726,C00668,Onboarding,Standard,KYC Onboarding,AN007,2025-06-15,2025-06-24,10,9.0,N,N,Y,Y,N/A,N/A,Approved,,Y,7.1
KYC00727,C00669,Onboarding,Standard,KYC Onboarding,AN001,2025-11-27,2025-12-03,10,6.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.8
KYC00728,C00670,Onboarding,Standard,KYC Onboarding,AN002,2025-02-23,2025-02-28,10,5.0,N,Y,Y,Y,N/A,N/A,Rejected,Adverse media,Y,2.3
KYC00729,C00671,Onboarding,Standard,KYC Onboarding,AN007,2024-03-26,2024-04-05,10,10.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,6.9
KYC00730,C00672,Onboarding,Simplified,KYC Onboarding,AN003,2024-03-20,2024-03-21,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.5
KYC00731,C00673,Onboarding,Standard,KYC Onboarding,AN003,2025-02-01,2025-02-06,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.9
KYC00732,C00674,Onboarding,Standard,Business Due Diligence,AN026,2025-10-12,2025-10-27,10,15.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,11.4
KYC00733,C00675,Onboarding,Standard,KYC Onboarding,AN006,2025-03-23,2025-03-25,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.7
KYC00734,C00676,Onboarding,Standard,Business Due Diligence,AN022,2024-08-05,2024-08-15,10,10.0,N,Y,Y,N,N/A,N/A,Approved,,Y,5.8
KYC00735,C00677,Onboarding,Simplified,KYC Onboarding,AN007,2025-03-26,2025-03-27,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.7
KYC00736,C00678,Onboarding,Standard,KYC Onboarding,AN005,2024-04-21,2024-04-24,10,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.5
KYC00737,C00679,Onboarding,Standard,Business Due Diligence,AN025,2024-12-15,2024-12-22,10,7.0,N,Y,Y,N,N/A,N/A,Approved,,Y,3.2
KYC00738,C00680,Onboarding,Standard,Business Due Diligence,AN026,2025-12-15,2025-12-16,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.5
KYC00739,C00681,Onboarding,Standard,KYC Onboarding,AN003,2025-04-02,2025-04-08,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.6
KYC00740,C00682,Onboarding,Standard,Business Due Diligence,AN025,2024-03-12,2024-03-22,10,10.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,7.7
KYC00741,C00683,Onboarding,Simplified,KYC Onboarding,AN009,2024-05-23,2024-05-24,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.5
KYC00742,C00684,Onboarding,Standard,KYC Onboarding,AN010,2024-02-10,2024-02-16,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.5
KYC00743,C00685,Onboarding,Enhanced,Enhanced Due Diligence,AN021,2024-10-19,2024-11-05,30,17.0,N,Y,Y,Y,N,Y,Approved,,Y,8.7
KYC00744,C00685,Periodic Review,Enhanced,Enhanced Due Diligence,AN017,2025-10-19,2025-12-09,30,51.0,Y,Y,Y,Y,Y,Y,Approved,,Y,42.8
KYC00745,C00686,Onboarding,Standard,KYC Onboarding,AN008,2024-06-18,2024-06-24,10,6.0,N,N,Y,Y,N/A,N/A,Approved,,Y,3.6
KYC00746,C00687,Onboarding,Standard,Business Due Diligence,AN024,2025-12-16,2025-12-30,10,14.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,11.2
KYC00747,C00688,Onboarding,Simplified,KYC Onboarding,AN006,2024-08-21,2024-08-23,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.6
KYC00748,C00689,Onboarding,Standard,Business Due Diligence,AN026,2024-01-25,2024-02-05,10,11.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,5.7
KYC00749,C00690,Onboarding,Standard,KYC Onboarding,AN009,2024-11-12,2024-11-14,10,2.0,N,Y,N,Y,N/A,N/A,Approved,,Y,1.7
KYC00750,C00691,Onboarding,Standard,KYC Onboarding,AN001,2025-06-21,2025-06-27,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.0
KYC00751,C00692,Onboarding,Standard,KYC Onboarding,AN006,2025-05-14,2025-05-29,10,15.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,8.5
KYC00752,C00693,Onboarding,Standard,KYC Onboarding,AN009,2025-12-12,2025-12-17,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.5
KYC00753,C00694,Onboarding,Standard,KYC Onboarding,AN002,2024-09-22,2024-09-26,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.7
KYC00754,C00695,Onboarding,Standard,KYC Onboarding,AN008,2025-01-16,2025-01-22,10,6.0,N,Y,Y,N,N/A,N/A,Approved,,Y,3.2
KYC00755,C00696,Onboarding,Simplified,KYC Onboarding,AN005,2025-02-09,2025-02-14,5,5.0,N,Y,N,N,N/A,N/A,Approved,,Y,4.5
KYC00756,C00697,Onboarding,Standard,KYC Onboarding,AN009,2024-01-18,2024-01-29,10,11.0,Y,Y,Y,Y,N/A,N/A,Rejected,Unacceptable risk appetite,N,7.3
KYC00757,C00698,Onboarding,Standard,KYC Onboarding,AN010,2024-01-01,2024-01-07,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.6
KYC00758,C00699,Onboarding,Standard,Business Due Diligence,AN025,2025-07-31,2025-08-02,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.0
KYC00759,C00700,Onboarding,Enhanced,Enhanced Due Diligence,AN018,2024-10-07,2024-10-28,30,21.0,N,Y,Y,Y,Y,Y,Approved,,Y,12.1
KYC00760,C00700,Periodic Review,Enhanced,Enhanced Due Diligence,AN018,2025-11-06,2025-12-02,30,26.0,N,Y,Y,Y,Y,Y,Approved,,Y,23.2
KYC00761,C00701,Onboarding,Standard,Business Due Diligence,AN022,2025-05-18,2025-05-31,10,13.0,Y,Y,Y,N,N/A,N/A,Approved,,N,6.3
KYC00762,C00701,Trigger Event Review,Standard,Business Due Diligence,AN024,2025-08-05,2025-08-07,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.9
KYC00763,C00702,Onboarding,Enhanced,Enhanced Due Diligence,AN021,2025-11-20,2025-11-26,30,6.0,N,Y,Y,N,Y,N,Rejected,Incomplete documents,Y,3.7
KYC00764,C00703,Onboarding,Standard,Business Due Diligence,AN022,2024-06-26,2024-07-03,10,7.0,N,Y,Y,N,N/A,N/A,Approved,,Y,5.8
KYC00765,C00704,Onboarding,Standard,KYC Onboarding,AN006,2025-07-18,2025-07-26,10,8.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.1
KYC00766,C00705,Onboarding,Standard,KYC Onboarding,AN002,2024-06-01,2024-06-04,10,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.0
KYC00767,C00706,Onboarding,Standard,KYC Onboarding,AN010,2025-06-21,2025-06-25,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,N,2.0
KYC00768,C00707,Onboarding,Standard,KYC Onboarding,AN002,2024-04-22,2024-04-24,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.9
KYC00769,C00708,Onboarding,Standard,KYC Onboarding,AN007,2024-08-10,2024-08-15,10,5.0,N,Y,Y,N,N/A,N/A,Approved,,Y,4.2
KYC00770,C00709,Onboarding,Standard,KYC Onboarding,AN010,2024-12-06,2024-12-17,10,11.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,8.1
KYC00771,C00710,Onboarding,Standard,Business Due Diligence,AN026,2024-12-19,2024-12-20,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.7
KYC00772,C00711,Onboarding,Standard,KYC Onboarding,AN010,2024-01-22,2024-01-23,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.6
KYC00773,C00712,Onboarding,Simplified,KYC Onboarding,AN009,2025-09-06,2025-09-07,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.8
KYC00774,C00713,Onboarding,Standard,Business Due Diligence,AN025,2024-01-04,2024-01-14,10,10.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,7.9
KYC00775,C00714,Onboarding,Standard,KYC Onboarding,AN009,2025-10-03,2025-10-05,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.9
KYC00776,C00715,Onboarding,Standard,KYC Onboarding,AN005,2024-05-30,2024-06-11,10,12.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,6.3
KYC00777,C00716,Onboarding,Enhanced,Enhanced Due Diligence,AN017,2025-06-01,2025-06-23,30,22.0,N,Y,Y,N,Y,Y,Approved,,Y,10.7
KYC00778,C00717,Onboarding,Standard,Business Due Diligence,AN025,2025-06-03,2025-06-05,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.2
KYC00779,C00718,Onboarding,Standard,KYC Onboarding,AN007,2024-11-27,2024-12-01,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.3
KYC00780,C00719,Onboarding,Standard,KYC Onboarding,AN007,2025-01-24,2025-01-29,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,N,3.4
KYC00781,C00720,Onboarding,Standard,KYC Onboarding,AN007,2024-02-22,2024-02-23,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.5
KYC00782,C00721,Onboarding,Simplified,KYC Onboarding,AN006,2025-10-17,2025-10-18,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.7
KYC00783,C00722,Onboarding,Standard,KYC Onboarding,AN003,2024-03-25,2024-04-05,10,11.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,7.1
KYC00784,C00723,Onboarding,Simplified,KYC Onboarding,AN007,2025-04-26,2025-04-27,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.7
KYC00785,C00724,Onboarding,Standard,KYC Onboarding,AN007,2023-12-28,2024-01-06,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.3
KYC00786,C00725,Onboarding,Standard,Business Due Diligence,AN024,2025-06-25,2025-07-03,10,8.0,N,Y,Y,N,N/A,N/A,Approved,,N,4.6
KYC00787,C00726,Onboarding,Simplified,KYC Onboarding,AN005,2024-09-15,2024-09-16,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.5
KYC00788,C00727,Onboarding,Simplified,KYC Onboarding,AN008,2024-12-14,2024-12-17,5,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.9
